brand,product,link,product_description,image_link
KALINI,Women Embroidered Kurta Set,https://www.myntra.com/kurta-sets/kalini/kalini-women-green-embroidered-thread-work-kurta-with-trousers--dupatta/20498352/buy,"Solid embroidered | Straight shape | Regular style | Round neck, three-quarter regular sleeves | 1 pockets thread work detail | Calf length length with straight hem | Cotton blend machine weave fabric | Solid Trousers | Elasticated waistband","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20498352/2022/10/22/3424a72e-8518-4853-aa99-e48a0e1205841666419466834KALINIWomenPistaGreenStraightKurtawithTrouserDupatta1.jpg"
KALINI,Kurta Trousers With Dupatta,https://www.myntra.com/kurta-sets/kalini/kalini-regular-kurta-with-trousers--with-dupatta/26546814/buy,"Straight shape | Regular style | V-neck, three-quarter regular sleeves | Na pockets | Calf length length | Silk blend machine weave fabric | Trousers | Elasticated waistband","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26546814/2023/12/20/b9fca135-3e56-492d-ac88-d1ab137f5d691703059441739KALINIWomenPinkRegularKurtawithTrousersWithDupatta1.jpg"
Inddus,Floral Embroidered Kurta Set,https://www.myntra.com/kurta-sets/inddus/inddus-floral-embroidered-keyhole-neck-long-sleeve-high-slit-thread-work-kurta-set/25086532/buy,"Floral embroidered | A-line shape | Keyhole neck, long regular sleeves | High slit style | Thread work detail | Floor length with flared hem | Solid Trousers | Partially elasticated waistband | Slip-on closure","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25086532/2023/9/21/9f2ae4ea-0fc2-40bc-9fd9-10cd94021def1695285811945InddusWomenLavenderFloralEmbroideredHighSlitThreadWorkKurtaw7.jpg"
Varanga,Kurta with Palazzos,https://www.myntra.com/kurta-sets/varanga/varanga-flared-sleeves-kurta-with-palazzos/24591390/buy,"Solid | Straight shape | Regular style | V-neck, long flared sleeves | Calf length with straight hem | Silk crepe machine weave fabric | Solid Palazzos | Elasticated waistband | Slip-on closure","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24591390/2023/8/28/44492a1e-a2b7-467b-ad51-44b096cab2951693213796560-Varanga-Women-Rust-Straight-Kurta-Paired-With-Tonal-Bottom-7-1.jpg"
KALINI,Kurta with Trousers & Dupatta,https://www.myntra.com/kurta-sets/kalini/kalini-thread-work-v-neck-straight-kurta-with-trousers--with-dupatta/27206772/buy,"Solid | Straight shape | Regular style | V-neck, three-quarter regular sleeves | Calf length with straight hem | Cotton blend machine weave fabric | Solid Trousers | Elasticated waistband | Slip-on closure","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27206772/2024/1/25/bae1474b-4bcb-4fa5-ae67-827d975b86d81706182336517KALINIWomenPinkStraightSolidKurtawithTrousersDupatta1.jpg"
Anouk,Mandarin Collar Empire Top,https://www.myntra.com/tops/anouk/anouk-white-mandarin-collar-empire-top/13238794/buy,"White regular empire top | Solid | Mandarin collar, three-quarter, regular sleeves | Gathered or pleated detail | Woven cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13238794/2021/6/5/c44ab368-359b-4351-a4e2-38013be51e8b1622875534045-Anouk-Women-Tops-751622875533409-1.jpg"
QOMN,Print Mandarin Collar Empire Top,https://www.myntra.com/tops/qomn/qomn-blue-print-mandarin-collar-empire-pure-cotton-longline-top/19524874/buy,"Blue longline empire top | Ethnic motifs print | Mandarin collar, three-quarter, cuffed sleeves | Gathered or pleated detail | Woven cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19524874/2022/8/17/0fb689b3-28b4-4f6a-be08-a2ce9dfedcdc1660715206206QOMNBluePrintMandarinCollarTop1.jpg"
Anouk,Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/anouk/anouk-ethnic-motifs-printed-pure-cotton-straight-kurti/27830414/buy,"Purple and white straight kurti | Ethnic motifs printed | Round neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27830414/2024/2/24/09855fc3-915b-420c-b4c9-a8a9c59c835f1708759170082AnoukWomenFloralEmbroideredCold-ShoulderSleevesThreadWorkKur1.jpg"
Rain & Rainbow,Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/rain+%26+rainbow/rain--rainbow-abstract-print-a-line-cotton-kurti/19791536/buy,"Rust and mustard yellow a-line kurti | Abstract printed | Mandarin collar, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19791536/2022/12/6/a58bfef4-05ac-4c27-9d39-17073c7757171670314799026RainRainbowRustMustardYellowPrintedPureCottonKurti1.jpg"
Rain & Rainbow,Floral Printed Cotton Kurti,https://www.myntra.com/kurtis/rain+%26+rainbow/rain--rainbow-women-floral-printed-sequinned-pure-cotton-kurti/17606376/buy,Color: Green and pink | Print Style: Floral printed | Neckline: Round neck | Sleeve Style: Three-quarter regular sleeves | Embellishments: Sequinned detail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17606376/2022/4/4/7fd8e8fe-963a-4601-bc9a-4806a356cb131649073184276-Rain--Rainbow-Women-Kurtis-8521649073183773-1.jpg"
FERANOID,Floral Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/feranoid/feranoid-floral-printed-pure-cotton-kurti/26737164/buy,"Red and black straight kurti | Floral printed | Round neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26737164/2024/1/8/5aed1441-1f1f-45e7-bab8-0c30356de1e91704714386127-FERANOID-Women-Kurtis-2721704714385761-1.jpg"
Anouk,Embroidered Pure Cotton Kurti,https://www.myntra.com/kurtis/anouk/anouk-floral-embroidered-v-neck-pure-cotton-straight-kurti/27830498/buy,"White straight kurti | Floral embroidered | V-neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27830498/2024/2/24/b7be6353-7f56-4d73-a4a5-02ccd17444ee1708753304641AnoukWomenGeometricYokeDesignFlaredSleevesThreadWorkKurta1.jpg"
Sangria,Embroidered Top,https://www.myntra.com/tops/sangria/sangria-maroon-embroidered-longline-top/19066166/buy,"Maroon longline a-line top | Ethnic motifs embroidered | Round neck, three-quarter, regular sleeves | Gathered or pleated detail | Woven","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19066166/2022/7/20/9d5575fb-afe9-4b69-a4d5-94900ce4e45c1658316998955-Womens-Maroon-Viscose-blend-Embroidered-Short-Top-2861658316-1.jpg"
Libas,Bandhani Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/libas/libas-women-bandhani-printed-square-neck-puff-sleeves-pure-cotton-empire-kurti/21325192/buy,"Pink and white a-line kurti | Bandhani printed | Square neck, three-quarter, puff sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21325192/2023/8/21/555a29ea-91eb-411e-ab6d-be3b59f601a11692610278801-Libas-Women-Bandhani-Printed-Square-Neck-Puff-Sleeves-Pure-C-7.jpg"
Sangria,Embroidered Detail A-Line Top,https://www.myntra.com/tops/sangria/sangria-blue-embroidered-detail-a-line-top/18890690/buy,"Blue A-line top | Solid | Mandarin collar, three-quarter, puff sleeves | Thread work detail | Machine weave regular viscose rayon","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18890690/2022/7/5/c7c0c89f-44c5-4417-9bc0-d28c4afaa86b1657021061783-Sangria-Women-Tops-7811657021061170-1.jpg"
God Bless,Pure Cotton A-Line Kurti,https://www.myntra.com/kurtis/god+bless/god-bless-floral-printed-puff-sleeves-pure-cotton-a-line-kurti/25327100/buy,"Pink & white A-line kurti | Floral printed | Round neck, short, puff sleeves | Machine weave regular cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25327100/2023/10/4/c29b9e99-a274-4b92-91d5-f1fa26451b5e1696441657780GodBlessCopper-TonedFloralPrintCottonTop1.jpg"
Rain & Rainbow,Gather A-Line Print Top,https://www.myntra.com/tops/rain+%26+rainbow/rain--rainbow-gather-a-line-print-top/18410560/buy,"Green and red regular a-line top | Ethnic motifs print | Square neck, three-quarter, regular sleeves | Gathered or pleated detail | Woven cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18410560/2022/6/2/998d2fd8-0065-4a8d-8fe3-439f509e23251654166440360-Rain--Rainbow-Women-Tops-1591654166439882-1.jpg"
Vishudh,Ethnic Motifs Printed Top,https://www.myntra.com/tops/vishudh/vishudh-mustard--blue-ethnic-motifs-printed-pure-cotton-empire-top/15361606/buy,"Mustard yellow & blue regular empire top | Ethnic motifs printed | keyhole neck, three-quarter, regular sleeves | Woven","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15361606/2021/9/4/ac56f19c-4200-4c67-af6e-952af16a31e51630768640695VishudhMustardYellowEmbellishedA-LineTop1.jpg"
KBZ,Printed Cotton Top,https://www.myntra.com/tops/kbz/kbz-cream--blue-ethnic-motifs-printed-cotton-top/17612048/buy,"Cream-coloured regular top | Ethnic motifs print | Square neck, three-quarter, regular sleeves | Knitted cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17612048/2022/3/22/54f94452-0428-44a4-99c4-d90bbdf745441647962609371KBZCream-ColouredGeometricPrintTie-UpNeckTop1.jpg"
Vishudh,Geometric Printed Empire Top,https://www.myntra.com/tops/vishudh/vishudh-off-white--blue-geometric-printed-mandarin-collar-empire-top/15361610/buy,"Off white & blue empire top | geometric printed | Mandarin collar, three-quarter, regular sleeves | Woven","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15361610/2023/8/29/7228e473-16df-409f-bc07-dbaa7c171c411693310566053VishudhOffWhiteBlueGeometricPrintedMandarinCollarEmpireTop1.jpg"
Saree Swarg,Printed Straight Kurti,https://www.myntra.com/kurtis/saree+swarg/saree-swarg-abstract-printed-straight-kurti/24728860/buy,"Pink,purple & cream a-line kurti | Abstract printed | Mandarin collar, three-quarter, regular sleeves | Machine weave regular viscose rayon","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24728860/2023/8/30/ebcd6146-bc02-4d3a-94d4-5f95dd87491b1693371543259RayonPrintedShortKurtiTunicTop1.jpg"
KALINI,Embroidered Pure Cotton Kurti,https://www.myntra.com/kurtis/kalini/kalini-floral-embroidered-pure-cotton-kurti/29562700/buy,"White straight kurti | Floral embroidered | Round Neck, | Three-Quarter Sleeves, regular sleeves | Aari work detail | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29562700/2024/5/15/ba27d902-362c-4f8a-9310-0fcb499166981715771287312Kurtis1.jpg"
Taavi,Kalamkari Handblock Print Pure Cotton Top,https://www.myntra.com/tops/taavi/taavi-women-rust-orange-kalamkari-hand-block-printed-pleated-a-line-pure-cotton-top/10179111/buy,"Region: Andhra Pradesh and Madhya Pradesh | Rust orange | Hand block printed A-line top | Mandarin collar | Half button placket | Three-quarter sleeves | Pleated  | Kalamkari hand block print | This is a handcrafted top, and is prone to colour bleeding due to use of natural dyes | The print on the garment might be uneven- owing to the handcrafted nature of the product, adding essence to the garment.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10179111/2023/11/2/ee02af43-18f5-470c-b15a-9810b41275191698919563291TaaviWomenRustOrangeKalamkariHandBlockPrintedPleatedA-linePu1.jpg"
Libas,Printed Shirt Collar Kurti,https://www.myntra.com/kurtis/libas/libas-floral-printed-shirt-collar-kurti/27373646/buy,"Green & white a-line kurti | Floral printed | Shirt collar | Three-quarter, regular sleeves | Machine weave regular silk blend","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27373646/2024/2/6/8d06c283-e392-40d7-b13d-fd9da8d7c7d11707217636031LibasFloralPrintedShirtCollarPanelledKurti1.jpg"
Sangria,Embroidered Top,https://www.myntra.com/tops/sangria/sangria-teal-blue-embroidered-longline-top/19066168/buy,"Teal blue longline a-line top | Ethnic motifs embroidered | Round neck, three-quarter, regular sleeves | Gathered or pleated detail | Woven","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19066168/2022/7/20/de54e202-eaf9-43e2-9fd1-716230d000401658315418189-Womens-Turquoise-Blue-Viscose-blend-Embroidered-Short-Top-74-1.jpg"
Shae by SASSAFRAS,Zari Embroidered A-Line Top,https://www.myntra.com/tops/shae+by+sassafras/shae-by-sassafras-black--golden-zari-embroidered-liva-a-line-top/14572254/buy,Black and golden regular a-line top | Zari Geometric embroidered | Shoulder straps | Woven liva | Concealed zip closure,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14572254/2021/7/16/3cf9fff2-f1f2-45f1-a858-3dcd417af0671626429034466-Shae-by-SASSAFRAS-Black--Golden-Zari-Embroidered-Liva-A-Line-1.jpg"
KALINI,Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/kalini/kalini-ethnic-motifs-printed-pure-cotton-kurti/26682898/buy,"Sea green kurti | Ethnic motifs printed | Round notched neck | Three-quarter, regular sleeves  | Machine weave cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26682898/2023/12/27/1047fa99-96a1-4c53-94c1-964aff4580dc1703670203096KALINISeaGreenFloralPrintCottonTop1.jpg"
Azira,Print Ethnic Top,https://www.myntra.com/tops/azira/azira-red-print-ethnic-top/21916606/buy,"Red regular a-line top | Ethnic motifs print | Round neck, sleeveless, no sleeves | Woven","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21916606/2024/4/25/739daeaf-8746-4b81-862a-bc8e243ca88b1714023971770-Azira-Red-Print-Ethnic-Top-7751714023971704-7.jpg"
Rain & Rainbow,Floral Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/rain+%26+rainbow/rain--rainbow-cream-coloured--red-floral-printed-pure-cotton-kurti/20934276/buy,"Cream-coloured and red a-line kurti | Floral printed | Round neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20934276/2022/11/27/68f755d4-1902-4c85-a8c6-cf72c7e5a09e1669496800948Kurtis1.jpg"
HERE&NOW,Floral Printed Kurti,https://www.myntra.com/kurtis/here%26now/herenow-floral-printed-pure-cotton-straight-kurti/24035474/buy,"Red and pink straight kurti | Floral printed | Round neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24035474/2023/8/7/33f494bf-39a0-499e-b86c-cf008706dce61691391098206-Womens-Pink--Red-Ethnic-Motif-Print-Kurti-8271691391097757-1.jpg"
Sangria,Printed Kurti,https://www.myntra.com/kurtis/sangria/sangria-navy-blue-printed-kurti/20288320/buy,"Navy blue straight kurti | Solid printed | Mandarin collar, three-quarter, regular sleeves | Machine weave regular viscose rayon","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20288320/2022/11/9/696a5e8c-7514-4a41-abaf-2d65c34fc78c1667974689924-Women-Dark-Blue-Printed-Short-Kurti-9801667974689341-1.jpg"
Divena,Floral Mandarin Collar Shirt Style Top,https://www.myntra.com/tops/divena/divena-peach-coloured--green-floral-print-mandarin-collar-shirt-style-top/14815012/buy,"Peach-coloured and green regular shirt style top | Floral print | Mandarin collar, three-quarter, roll-up sleeves | Woven | Button closure","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14815012/2021/7/23/a31023a4-c886-4ae8-84cf-e8aa9a5b29101627019153687-Divena-Peach-Coloured--Green-Floral-Print-Mandarin-Collar-Sh-1.jpg"
Nayam By Lakshita,Embroidered Shirt Style Top,https://www.myntra.com/tops/nayam+by+lakshita/nayam-by-lakshita-floral-embroidered-puff-sleeve-cotton-shirt-style-top/24158696/buy,"Yellow regular shirt style top | Floral embroidered | Shirt collar, three-quarter, puff sleeves | Embroidered detail | Woven cotton | Button closure","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24158696/2023/7/26/8762b238-1376-40c7-8474-0c64c7b1c7471690361372507-Nayam-By-Lakshita-Women-Tops-6371690361372190-1.jpg"
Sangria,Printed Mandarin Collar Kurti,https://www.myntra.com/kurtis/sangria/sangria-printed-mandarin-collar-kurti/22425498/buy,"Fuchsia straight kurti | Abstract printed | Mandarin collar, three-quarter, regular sleeves | Machine weave regular viscose rayon","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22425498/2023/3/28/497e192f-39ce-4102-82f8-af160108976e1679996112398-Women-Rani-Solid-Printed-Short-Kurti-2671679996111766-1.jpg"
KALINI,Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/kalini/kalini-floral-printed-pure-cotton-kurti/24821686/buy,"Maroon & peach-coloured straight kurti | Floral printed | Notched neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24821686/2023/12/26/f3adf59f-b4c5-43bf-9af3-c7c69837335f1703573285197-KALINI-Maroon-Print-Cotton-Top-9581703573284882-3.jpg"
Vishudh,Geometric Printed Empire Top,https://www.myntra.com/tops/vishudh/vishudh-blue--green-geometric-printed-mandarin-collar-pure-cotton-empire-top/15361602/buy,"Blue & green regular empire top | geometric print | Mandarin collar, three-quarter, regular sleeves | Woven","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15361602/2021/9/4/3fd6c29d-d802-4a53-a4f4-469a622dc0591630768634801VishudhBlueMandarinCollarA-LineTop1.jpg"
Sangria,Women Embroidered Top,https://www.myntra.com/tops/sangria/sangria-women-black-geometric-yoke-embroidered-mandarin-collar-regular-top/13321352/buy,Black Yokeembroidered regular top | Mandrain neck  | Button closures | Three-quarter sleeves  | Straight hem,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13321352/2021/3/18/42c821ec-4304-4fb9-8c1a-429f0174ab2c1616066315308-Sangria-Women-Tops-2791616066314267-1.jpg"
Rain & Rainbow,Floral Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/rain+%26+rainbow/rain--rainbow-green--maroon-floral-printed-sequinned-pure-cotton-sequinned-kurti/20988244/buy,"Green and maroon a-line kurti | Floral printed | V-neck, three-quarter, regular sleeves | Sequinned detail | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20988244/2022/11/30/9cd3d851-bf84-4a60-a63b-d4134f962a4e1669798027192Kurtis1.jpg"
KALINI,Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/kalini/kalini-floral-printed-pure-cotton-kurti/26682940/buy,"Pink and green straight kurti | Floral printed | Round neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26682940/2023/12/27/c1155f93-5fc9-40be-9de6-ba97dd14893e1703670341228KALINIPinkFloralPrintCottonTop1.jpg"
KALINI,Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/kalini/kalini-floral-printed-pure-cotton-kurti/24821684/buy,"Blue & brown straight kurti | Floral printed | Notched neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24821684/2023/12/26/66378f42-d503-414b-afa9-8a593b8427ea1703573244351-KALINI-Blue-Print-Cotton-Longline-Top-7971703573244022-1.jpg"
FERANOID,Floral Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/feranoid/feranoid-floral-printed-pure-cotton-kurti/23298302/buy,"Beige and red straight kurti | Floral printed | Round neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23298302/2023/5/20/65c1b0bd-22ae-4da5-b887-3e24b175c53c1684559769132Kurtis1.jpg"
Anouk,Embroidered Liva Kurti,https://www.myntra.com/kurtis/anouk/anouk-white-floral-embroidered-thread-work-liva-straight-kurti/27830494/buy,"Colour: white | Floral Embroidered | Round neck | Three-quarter, regular sleeves | Straight shape with regular style | Thread work detail | Machine weave regular liva","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27830494/2024/2/24/1ed662a7-5e8a-4d17-8bb2-4506d800eb601708753105408AnoukWomenFloralYokeDesignFlaredSleevesThreadWorkLivaKurta1.jpg"
Sangria,Embroidered Cinched Waist Top,https://www.myntra.com/tops/sangria/sangria-teal-embroidered-cinched-waist-longline-top/19066178/buy,"Teal longline cinched waist top | Ethnic motifs embroidered | Round neck, three-quarter, regular sleeves | Gathered or pleated detail | Knitted and woven","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19066178/2022/7/20/b36f73ab-1b46-4c2c-a7af-22b1c8c1c1861658317627605-Womens-Teal-Viscose-blend-Embroidered-Short-Top-293165831762-1.jpg"
Anouk,Striped Cotton Anarkali Kurti,https://www.myntra.com/kurtis/anouk/anouk-striped-mandarin-collar-pure-cotton-anarkali-kurti/28801388/buy,"Brown and white anarkali kurti | Striped  | Mandarin collar | Three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28801388/2024/4/9/81fe4bba-241c-4922-a749-296e285ee26e1712660486684Kurtis6.jpg"
KALINI,Solid Top,https://www.myntra.com/tops/kalini/kalini-brown-solid-top/17959692/buy,"Brown regular top | Solid | Round neck, three-quarter, regular sleeves | Woven","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17959692/2022/4/20/a4757ff1-57e2-4f71-9647-01124c2b69b11650472502880KALINIBrownTop1.jpg"
Rain & Rainbow,Floral Printed Pure Cotton Kurti,https://www.myntra.com/kurtis/rain+%26+rainbow/rain--rainbow-cream-coloured--green-floral-printed-pure-cotton-kurti/20934284/buy,"Cream-coloured and green straight kurti | Floral printed | Round neck, three-quarter, regular sleeves | Machine weave regular pure cotton","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20934284/2022/11/27/8afce494-b39f-4111-82f5-f6e8c353897d1669496796817Kurtis1.jpg"
